ILSVRC2012_val_00004817_scattered accordion
ILSVRC2012_val_00004819_scattered broccoli
ILSVRC2012_val_00004828_scattered dam
ILSVRC2012_val_00004836_scattered artichoke
ILSVRC2012_val_00004848_scattered kimono
ILSVRC2012_val_00004862_scattered seat
ILSVRC2012_val_00004892_scattered dam
ILSVRC2012_val_00004953_scattered custard
ILSVRC2012_val_00004962_scattered custard
ILSVRC2012_val_00004966_scattered screw
ILSVRC2012_val_00004988_scattered greenhouse
ILSVRC2012_val_00004993_scattered basketball
ILSVRC2012_val_00005012_scattered go-kart
ILSVRC2012_val_00005036_scattered strainer
ILSVRC2012_val_00005041_scattered sewing
ILSVRC2012_val_00005053_scattered lawn
ILSVRC2012_val_00005061_scattered bell
ILSVRC2012_val_00005071_scattered greenhouse
ILSVRC2012_val_00005087_scattered wardrobe
ILSVRC2012_val_00005093_scattered kimono
ILSVRC2012_val_00005096_scattered iPod
ILSVRC2012_val_00005110_scattered go-kart
ILSVRC2012_val_00005143_scattered broccoli
ILSVRC2012_val_00005164_scattered snow
ILSVRC2012_val_00005181_scattered solar
ILSVRC2012_val_00005182_scattered basketball
ILSVRC2012_val_00005216_scattered dam
ILSVRC2012_val_00005220_scattered boathouse
ILSVRC2012_val_00005222_scattered cannon
ILSVRC2012_val_00005246_scattered lawn
ILSVRC2012_val_00005254_scattered seat
ILSVRC2012_val_00005261_scattered freight
ILSVRC2012_val_00005272_scattered greenhouse
ILSVRC2012_val_00005277_scattered snow
ILSVRC2012_val_00005312_scattered skunk
ILSVRC2012_val_00005335_scattered artichoke
ILSVRC2012_val_00005338_scattered castle
ILSVRC2012_val_00005341_scattered hay
ILSVRC2012_val_00005352_scattered balloon
ILSVRC2012_val_00005381_scattered go-kart
ILSVRC2012_val_00005407_scattered common
ILSVRC2012_val_00005436_scattered strainer
ILSVRC2012_val_00005454_scattered water
ILSVRC2012_val_00005468_scattered guacamole
ILSVRC2012_val_00005478_scattered milk
ILSVRC2012_val_00005484_scattered greenhouse
ILSVRC2012_val_00005499_scattered hay
